frame_id,ts,state,n_kps,n_map_pts,n_inliers,n_lost_kps,reproj_mean_px,reproj_std_px,reproj_median_px,n_reproj,obs_per_mp,n_local_mps,n_local_kfs,is_kf,n_global_kfs,n_global_mps,image_name
0,1403715273.26,1,3849,0,0,3849,0,0,0,0,0,0,0,0,0,0,
1,1403715273.31,1,3836,0,0,3836,0,0,0,0,0,0,0,0,0,0,
2,1403715273.36,1,3843,0,0,3843,0,0,0,0,0,0,0,0,0,0,
3,1403715273.41,1,3834,0,0,3834,0,0,0,0,0,0,0,0,0,0,
4,1403715273.46,1,3839,0,0,3839,0,0,0,0,0,0,0,0,0,0,
5,1403715273.51,1,3815,0,0,3815,0,0,0,0,0,0,0,0,0,0,
6,1403715273.56,1,3852,0,0,3852,0,0,0,0,0,0,0,0,0,0,
7,1403715273.61,1,3787,0,0,3787,0,0,0,0,0,0,0,0,0,0,
8,1403715273.66,1,3884,0,0,3884,0,0,0,0,0,0,0,0,0,0,
9,1403715273.71,1,3799,0,0,3799,0,0,0,0,0,0,0,0,0,0,
10,1403715273.76,1,3839,0,0,3839,0,0,0,0,0,0,0,0,0,0,
11,1403715273.81,1,3829,0,0,3829,0,0,0,0,0,0,0,0,0,0,
12,1403715273.86,1,3803,0,0,3803,0,0,0,0,0,0,0,0,0,0,
13,1403715273.91,1,3849,0,0,3849,0,0,0,0,0,0,0,0,0,0,
14,1403715273.96,1,3860,0,0,3860,0,0,0,0,0,0,0,0,0,0,
15,1403715274.01,1,3805,0,0,3805,0,0,0,0,0,0,0,0,0,0,
16,1403715274.06,1,3827,0,0,3827,0,0,0,0,0,0,0,0,0,0,
17,1403715274.11,1,3868,0,0,3868,0,0,0,0,0,0,0,0,0,0,
18,1403715274.16,1,3860,0,0,3860,0,0,0,0,0,0,0,0,0,0,
19,1403715274.21,1,3843,0,0,3843,0,0,0,0,0,0,0,0,0,0,
20,1403715274.26,1,3794,0,0,3794,0,0,0,0,0,0,0,0,0,0,
21,1403715274.31,1,3806,0,0,3806,0,0,0,0,0,0,0,0,0,0,
22,1403715274.36,1,3804,0,0,3804,0,0,0,0,0,0,0,0,0,0,
23,1403715274.41,1,3826,0,0,3826,0,0,0,0,0,0,0,0,0,0,
24,1403715274.46,1,3837,0,0,3837,0,0,0,0,0,0,0,0,0,0,
25,1403715274.51,1,3814,0,0,3814,0,0,0,0,0,0,0,0,0,0,
26,1403715274.56,1,3781,0,0,3781,0,0,0,0,0,0,0,0,0,0,
27,1403715274.61,1,3831,0,0,3831,0,0,0,0,0,0,0,0,0,0,
28,1403715274.66,1,3821,0,0,3821,0,0,0,0,0,0,0,0,0,0,
29,1403715274.71,1,3876,0,0,3876,0,0,0,0,0,0,0,0,0,0,
30,1403715274.76,1,3822,0,0,3822,0,0,0,0,0,0,0,0,0,0,
31,1403715274.81,1,3866,0,0,3866,0,0,0,0,0,0,0,0,0,0,
32,1403715274.86,1,3854,0,0,3854,0,0,0,0,0,0,0,0,0,0,
33,1403715274.91,1,3818,0,0,3818,0,0,0,0,0,0,0,0,0,0,
34,1403715274.96,1,3837,0,0,3837,0,0,0,0,0,0,0,0,0,0,
35,1403715275.01,1,3819,0,0,3819,0,0,0,0,0,0,0,0,0,0,
36,1403715275.06,1,3840,0,0,3840,0,0,0,0,0,0,0,0,0,0,
37,1403715275.11,1,3812,0,0,3812,0,0,0,0,0,0,0,0,0,0,
38,1403715275.16,1,3802,0,0,3802,0,0,0,0,0,0,0,0,0,0,
39,1403715275.21,1,3809,0,0,3809,0,0,0,0,0,0,0,0,0,0,
40,1403715275.26,1,3859,0,0,3859,0,0,0,0,0,0,0,0,0,0,
41,1403715275.31,1,3843,0,0,3843,0,0,0,0,0,0,0,0,0,0,
42,1403715275.36,1,3857,0,0,3857,0,0,0,0,0,0,0,0,0,0,
43,1403715275.41,1,3808,0,0,3808,0,0,0,0,0,0,0,0,0,0,
44,1403715275.46,1,3819,0,0,3819,0,0,0,0,0,0,0,0,0,0,
45,1403715275.51,1,3878,0,0,3878,0,0,0,0,0,0,0,0,0,0,
46,1403715275.56,1,3865,0,0,3865,0,0,0,0,0,0,0,0,0,0,
47,1403715275.61,1,3846,0,0,3846,0,0,0,0,0,0,0,0,0,0,
48,1403715275.66,1,3813,0,0,3813,0,0,0,0,0,0,0,0,0,0,
49,1403715275.71,1,3847,0,0,3847,0,0,0,0,0,0,0,0,0,0,
50,1403715275.76,1,3867,0,0,3867,0,0,0,0,0,0,0,0,0,0,
51,1403715275.81,1,3859,0,0,3859,0,0,0,0,0,0,0,0,0,0,
52,1403715275.86,1,3851,0,0,3851,0,0,0,0,0,0,0,0,0,0,
53,1403715275.91,1,3837,0,0,3837,0,0,0,0,0,0,0,0,0,0,
54,1403715275.96,1,3871,0,0,3871,0,0,0,0,0,0,0,0,0,0,
55,1403715276.01,1,3853,0,0,3853,0,0,0,0,0,0,0,0,0,0,
56,1403715276.06,1,3838,0,0,3838,0,0,0,0,0,0,0,0,0,0,
57,1403715276.11,1,3873,0,0,3873,0,0,0,0,0,0,0,0,0,0,
58,1403715276.16,1,3845,0,0,3845,0,0,0,0,0,0,0,0,0,0,
59,1403715276.21,1,3892,0,0,3892,0,0,0,0,0,0,0,0,0,0,
60,1403715276.26,1,3860,0,0,3860,0,0,0,0,0,0,0,0,0,0,
61,1403715276.31,1,3877,0,0,3877,0,0,0,0,0,0,0,0,0,0,
