timestamp,state
1403715273.262143135071,1
1403715273.312143087387,1
1403715273.362143039703,1
1403715273.412143230438,1
1403715273.462142944336,1
1403715273.512143135071,1
1403715273.562143087387,1
1403715273.612143278122,1
1403715273.662142992020,1
1403715273.712143182755,1
1403715273.762143135071,1
1403715273.812143087387,1
1403715273.862143039703,1
1403715273.912143230438,1
1403715273.962142944336,1
1403715274.012143135071,1
1403715274.062143087387,1
1403715274.112143278122,1
1403715274.162142992020,1
1403715274.212143182755,1
1403715274.262143135071,1
1403715274.312143087387,1
1403715274.362143039703,1
1403715274.412143230438,1
1403715274.462142944336,1
1403715274.512143135071,1
1403715274.562143087387,1
1403715274.612143278122,1
1403715274.662142992020,1
1403715274.712143182755,1
1403715274.762143135071,1
1403715274.812143087387,1
1403715274.862143039703,1
1403715274.912143230438,1
1403715274.962142944336,1
1403715275.012143135071,1
1403715275.062143087387,1
1403715275.112143278122,1
1403715275.162142992020,1
1403715275.212143182755,1
1403715275.262143135071,1
1403715275.312143087387,1
1403715275.362143039703,1
1403715275.412143230438,1
1403715275.462142944336,1
1403715275.512143135071,1
1403715275.562143087387,1
1403715275.612143278122,1
1403715275.662142992020,1
1403715275.712143182755,1
1403715275.762143135071,1
1403715275.812143087387,1
1403715275.862143039703,1
1403715275.912143230438,1
1403715275.962142944336,1
1403715276.012143135071,1
1403715276.062143087387,1
1403715276.112143278122,1
1403715276.162142992020,1
1403715276.212143182755,1
1403715276.262143135071,1
1403715276.312143087387,1
1403715276.362143039703,1
1403715276.412143230438,1
1403715276.462142944336,1
1403715276.512143135071,1
1403715276.562143087387,1
1403715276.612143278122,1
1403715276.662142992020,1
1403715276.712143182755,1
1403715276.762143135071,1
1403715276.812143087387,1
1403715276.862143039703,1
1403715276.912143230438,1
1403715276.962142944336,1
1403715277.012143135071,1
1403715277.062143087387,1
1403715277.112143278122,1
1403715277.162142992020,1
1403715277.212143182755,1
1403715277.262143135071,1
1403715277.312143087387,1
1403715277.362143039703,1
1403715277.412143230438,1
1403715277.462142944336,1
1403715277.512143135071,1
1403715277.562143087387,1
1403715277.612143278122,1
1403715277.662142992020,1
1403715277.712143182755,1
1403715277.762143135071,1
1403715277.812143087387,1
1403715277.862143039703,1
1403715277.912143230438,1
1403715277.962142944336,1
1403715278.012143135071,1
1403715278.062143087387,1
1403715278.112143278122,1
1403715278.162142992020,1
1403715278.212143182755,1
1403715278.262143135071,1
1403715278.312143087387,1
1403715278.362143039703,1
1403715278.412143230438,1
1403715278.462142944336,1
1403715278.512143135071,1
1403715278.562143087387,1
1403715278.612143278122,1
1403715278.662142992020,1
1403715278.712143182755,1
1403715278.762143135071,2
1403715278.812143087387,2
1403715278.862143039703,2
1403715278.912143230438,2
1403715278.962142944336,2
1403715279.012143135071,2
1403715279.062143087387,2
1403715279.112143278122,2
1403715279.162142992020,2
1403715279.212143182755,2
1403715279.262143135071,2
1403715279.312143087387,2
1403715279.362143039703,2
1403715279.412143230438,2
1403715279.462142944336,2
1403715279.512143135071,2
1403715279.562143087387,2
1403715279.612143278122,2
1403715279.662142992020,2
1403715279.712143182755,2
1403715279.762143135071,2
1403715279.812143087387,2
1403715279.862143039703,2
1403715279.912143230438,2
1403715279.962142944336,2
1403715280.012143135071,2
1403715280.062143087387,2
1403715280.112143278122,2
1403715280.162142992020,2
1403715280.212143182755,2
1403715280.262143135071,2
1403715280.312143087387,2
1403715280.362143039703,2
1403715280.412143230438,2
1403715280.462142944336,2
1403715280.512143135071,2
1403715280.562143087387,2
1403715280.612143278122,2
1403715280.662142992020,2
1403715280.712143182755,2
1403715280.762143135071,2
1403715280.812143087387,2
1403715280.862143039703,2
1403715280.912143230438,2
1403715280.962142944336,2
1403715281.012143135071,2
1403715281.062143087387,2
1403715281.112143278122,2
1403715281.162142992020,2
1403715281.212143182755,2
1403715281.262143135071,2
1403715281.312143087387,2
1403715281.362143039703,2
1403715281.412143230438,2
1403715281.462142944336,2
1403715281.512143135071,2
1403715281.562143087387,2
1403715281.612143278122,2
1403715281.662142992020,2
1403715281.712143182755,2
1403715281.762143135071,2
1403715281.812143087387,2
1403715281.862143039703,2
1403715281.912143230438,2
1403715281.962142944336,2
1403715282.012143135071,2
1403715282.062143087387,2
1403715282.112143278122,2
1403715282.162142992020,2
1403715282.212143182755,2
1403715282.262143135071,2
1403715282.312143087387,2
1403715282.362143039703,2
1403715282.412143230438,2
1403715282.462142944336,2
1403715282.512143135071,2
1403715282.562143087387,2
1403715282.612143278122,2
1403715282.662142992020,2
1403715282.712143182755,2
1403715282.762143135071,2
1403715282.812143087387,2
1403715282.862143039703,2
1403715282.912143230438,2
1403715282.962142944336,2
1403715283.012143135071,2
1403715283.062143087387,2
1403715283.112143278122,2
1403715283.162142992020,2
1403715283.212143182755,2
1403715283.262143135071,2
1403715283.312143087387,2
1403715283.362143039703,2
1403715283.412143230438,2
1403715283.462142944336,2
1403715283.512143135071,2
1403715283.562143087387,2
1403715283.612143278122,2
1403715283.662142992020,2
1403715283.712143182755,2
1403715283.762143135071,2
1403715283.812143087387,2
1403715283.862143039703,2
1403715283.912143230438,2
1403715283.962142944336,2
1403715284.012143135071,2
1403715284.062143087387,2
1403715284.112143278122,2
1403715284.162142992020,2
1403715284.212143182755,2
1403715284.262143135071,2
1403715284.312143087387,2
1403715284.362143039703,2
1403715284.412143230438,2
1403715284.462142944336,2
1403715284.512143135071,2
1403715284.562143087387,2
1403715284.612143278122,2
1403715284.662142992020,2
1403715284.712143182755,2
1403715284.762143135071,2
1403715284.812143087387,2
1403715284.862143039703,2
1403715284.912143230438,2
1403715284.962142944336,2
1403715285.012143135071,2
1403715285.062143087387,2
1403715285.112143278122,2
1403715285.162142992020,2
1403715285.212143182755,2
1403715285.262143135071,2
1403715285.312143087387,2
1403715285.362143039703,2
1403715285.412143230438,2
1403715285.462142944336,2
1403715285.512143135071,2
1403715285.562143087387,2
1403715285.612143278122,2
1403715285.662142992020,2
1403715285.712143182755,2
1403715285.762143135071,2
1403715285.812143087387,2
1403715285.862143039703,2
1403715285.912143230438,2
1403715285.962142944336,2
1403715286.012143135071,2
1403715286.062143087387,2
1403715286.112143278122,2
1403715286.162142992020,2
1403715286.212143182755,2
1403715286.262143135071,2
1403715286.312143087387,2
1403715286.362143039703,2
1403715286.412143230438,2
1403715286.462142944336,2
1403715286.512143135071,2
1403715286.562143087387,2
1403715286.612143278122,2
1403715286.662142992020,2
1403715286.712143182755,2
1403715286.762143135071,2
1403715286.812143087387,2
1403715286.862143039703,2
1403715286.912143230438,2
1403715286.962142944336,2
1403715287.012143135071,2
1403715287.062143087387,2
1403715287.112143278122,2
1403715287.162142992020,2
1403715287.212143182755,2
1403715287.262143135071,2
1403715287.312143087387,2
1403715287.362143039703,2
1403715287.412143230438,2
1403715287.462142944336,2
1403715287.512143135071,2
1403715287.562143087387,2
1403715287.612143278122,2
1403715287.662142992020,2
1403715287.712143182755,2
1403715287.762143135071,2
1403715287.812143087387,2
1403715287.862143039703,2
1403715287.912143230438,2
1403715287.962142944336,2
1403715288.012143135071,2
1403715288.062143087387,2
1403715288.112143278122,2
1403715288.162142992020,2
1403715288.212143182755,2
1403715288.262143135071,2
1403715288.312143087387,2
1403715288.362143039703,2
1403715288.412143230438,2
1403715288.462142944336,2
1403715288.512143135071,2
1403715288.562143087387,2
1403715288.612143278122,2
1403715288.662142992020,2
1403715288.712143182755,2
1403715288.762143135071,2
1403715288.812143087387,2
1403715288.862143039703,2
1403715288.912143230438,2
1403715288.962142944336,2
1403715289.012143135071,2
1403715289.062143087387,2
1403715289.112143278122,2
1403715289.162142992020,2
1403715289.212143182755,2
1403715289.262143135071,2
1403715289.312143087387,2
1403715289.362143039703,2
1403715289.412143230438,2
1403715289.462142944336,2
1403715289.512143135071,2
1403715289.562143087387,2
1403715289.612143278122,2
1403715289.662142992020,2
1403715289.712143182755,2
1403715289.762143135071,2
1403715289.812143087387,2
1403715289.862143039703,2
1403715289.912143230438,2
1403715289.962142944336,2
1403715290.012143135071,2
1403715290.062143087387,2
1403715290.112143278122,2
1403715290.162142992020,2
1403715290.212143182755,2
1403715290.262143135071,2
1403715290.312143087387,2
1403715290.362143039703,2
1403715290.412143230438,2
1403715290.462142944336,2
1403715290.512143135071,2
1403715290.562143087387,2
1403715290.612143278122,2
1403715290.662142992020,2
1403715290.712143182755,2
1403715290.762143135071,2
1403715290.812143087387,2
1403715290.862143039703,2
1403715290.912143230438,2
1403715290.962142944336,2
1403715291.012143135071,2
1403715291.062143087387,2
1403715291.112143278122,2
1403715291.162142992020,2
1403715291.212143182755,2
1403715291.262143135071,2
1403715291.312143087387,2
1403715291.362143039703,2
1403715291.412143230438,2
1403715291.462142944336,2
1403715291.512143135071,2
1403715291.562143087387,2
1403715291.612143278122,2
1403715291.662142992020,2
1403715291.712143182755,2
1403715291.762143135071,2
1403715291.812143087387,2
1403715291.862143039703,2
1403715291.912143230438,2
1403715291.962142944336,2
1403715292.012143135071,2
1403715292.062143087387,2
1403715292.112143278122,2
1403715292.162142992020,2
1403715292.212143182755,2
1403715292.262143135071,2
1403715292.312143087387,2
1403715292.362143039703,2
1403715292.412143230438,2
1403715292.462142944336,2
1403715292.512143135071,2
1403715292.562143087387,2
1403715292.612143278122,2
1403715292.662142992020,2
1403715292.712143182755,2
1403715292.762143135071,2
1403715292.812143087387,2
1403715292.862143039703,2
1403715292.912143230438,2
1403715292.962142944336,2
1403715293.012143135071,2
1403715293.062143087387,2
1403715293.112143278122,2
1403715293.162142992020,2
1403715293.212143182755,2
1403715293.262143135071,2
1403715293.312143087387,2
1403715293.362143039703,2
1403715293.412143230438,2
1403715293.462142944336,2
1403715293.512143135071,2
1403715293.562143087387,2
1403715293.612143278122,2
1403715293.662142992020,2
1403715293.712143182755,2
1403715293.762143135071,2
1403715293.812143087387,2
1403715293.862143039703,2
1403715293.912143230438,2
1403715293.962142944336,2
1403715294.012143135071,2
1403715294.062143087387,2
1403715294.112143278122,2
1403715294.162142992020,2
1403715294.212143182755,2
1403715294.262143135071,2
1403715294.312143087387,2
1403715294.362143039703,2
1403715294.412143230438,2
1403715294.462142944336,2
1403715294.512143135071,2
1403715294.562143087387,2
1403715294.612143278122,2
1403715294.662142992020,2
1403715294.712143182755,2
1403715294.762143135071,2
1403715294.812143087387,2
1403715294.862143039703,2
