kf_id,ts,n_inertial_edges,n_vis_edges,err_R_mean,err_R_std,err_R_max,err_V_mean,err_V_std,err_V_max,err_P_mean,err_P_std,err_P_max,chi2_inertial_mean,chi2_inertial_max,rel_robust_chi2,n_gyro_rw,n_acc_rw,bg_x,bg_y,bg_z,ba_x,ba_y,ba_z,vel_x,vel_y,vel_z
10,1413393892.11,9,5853,0.000328080137705,0.00010327073174,0.000492722377091,0.00760305081623,0.00881135520808,0.0307132153516,0.000669808083961,0.000510760566678,0.00156207895793,49.3452386912,161.723233179,0.868235945702,9,9,-0.0029607352335,0.0265852492303,0.0794000029564,-0.0380791127682,0.00299991620705,0.0592696964741,-0.279027819633,-1.5430495739,0.185128763318
11,1413393892.26,10,6226,0.000312066923201,8.94810522172e-05,0.00045346948163,0.00676668888756,0.00890990152445,0.0310950667644,0.000581332898431,0.000538940102406,0.00164296059109,45.9260086067,175.208503325,0.84829211235,10,10,-0.00296559906565,0.0265793502331,0.0794106274843,-0.0567467659712,0.0109021356329,0.0466903969646,-0.303084969521,-1.50857019424,0.195445567369
12,1413393892.41,11,6612,0.000309549337296,0.000133409055455,0.000516761907045,0.00631255825306,0.00864563617791,0.0305899384342,0.000572775320868,0.000603688555333,0.00170751500031,47.0626429079,192.436223675,0.863487839699,11,11,-0.00296856462955,0.0265778414905,0.0794089585543,-0.0453739874065,0.00700552156195,0.0458526611328,-0.31478279829,-1.43002212048,0.025982549414
13,1413393892.56,12,7098,0.000335121463274,0.000198444680775,0.000689075361607,0.00617488526363,0.00857196102794,0.0309724539776,0.000568470092617,0.000627798853346,0.00177431699888,51.8772521974,247.289984299,0.892154157162,12,12,-0.00296409986913,0.0265807248652,0.0794121921062,-0.0402461029589,0.00675573572516,0.0426223613322,-0.333851397038,-1.32598245144,-0.13280646503
14,1413393892.71,13,7465,0.000334103790074,0.000252707817202,0.000890890041704,0.00600065957065,0.00852794150776,0.0308567582437,0.000572840915419,0.000690731883458,0.00221276000397,55.9327902937,368.438156857,0.890400290489,13,13,-0.00296408729628,0.0265778005123,0.079414203763,-0.0328791998327,0.00708940858021,0.0468276254833,-0.353213101625,-1.21845090389,-0.194766432047
15,1413393892.91,14,7731,0.000318186365801,0.000263868577894,0.000972775876456,0.00567191643499,0.00861163964767,0.0312199645234,0.000553393381707,0.000741650273292,0.00246467778176,55.2632047203,450.161838724,0.912862956524,14,14,-0.0029652134981,0.0265760011971,0.0794136673212,-0.024871731177,0.00682070013136,0.0466962978244,-0.403026014566,-0.88761562109,-0.126992151141
16,1413393893.31,15,7953,0.000282298212707,0.000227112007951,0.000810546437782,0.00521717410092,0.00827180194738,0.0309847444716,0.00049923764104,0.000676210186939,0.00230302523144,47.54635217,396.339897201,0.883505821228,15,15,-0.0029560374096,0.0265746023506,0.0794123411179,-0.026542564854,0.00529701495543,0.045712120831,-0.492368340492,0.114954315126,0.101826190948
17,1413393893.71,16,8354,0.000288128093178,0.000223528361711,0.000804758618348,0.00500029850704,0.00801720296933,0.0307383723224,0.000494001164449,0.00067197724469,0.00230425321073,45.9621852609,401.284736162,0.845261216164,16,16,-0.0029577605892,0.0265744589269,0.0794051066041,-0.0327945798635,0.00393730215728,0.0464385412633,-0.355402141809,0.841999173164,0.160218805075
18,1413393893.91,17,8796,0.000289163804333,0.000224403743534,0.000821084977298,0.00495330278177,0.00772339295666,0.0306026879079,0.000489571473256,0.000637821040744,0.00229745205314,44.7057241242,400.885920748,0.865270555019,17,17,-0.00294894631952,0.026558008045,0.0793989226222,-0.0338492952287,7.52433697926e-05,0.0460363067687,-0.20611409843,1.1212990284,0.214165449142
19,1413393894.16,18,9138,0.0002816297464,0.000233048755681,0.000814178849356,0.00473997537916,0.00767450640323,0.0306759315062,0.000461393654401,0.000628406707782,0.00236066747317,46.2029467037,435.464533133,0.807979643345,18,18,-0.00294443615712,0.0265464130789,0.0793963447213,-0.0353353247046,-0.00649820500985,0.0500676557422,-0.0568211935461,1.26122748852,0.241963684559
