kf_id,ts,n_fixed_kf,n_opt_kf,n_mps,n_edges,n_inlier_edges,ratio_inlier_edge,chi2_mean,chi2_std,pix_mean_px,pix_std_px,pix_median_px,pix_p90_px,opt_ms
2,1403715528.76,1,3,0,976,974,0.997950819672,0.294969782786,0.690361230925,0.649644317996,0.808664277067,0.396326303482,1.53598165512,1.774253
3,1403715528.81,1,4,0,971,965,0.993820803296,0.441473420563,0.984295539236,0.875243285737,0.9844691386,0.510943472385,2.01593756676,1.562934
4,1403715528.86,1,5,0,1168,1163,0.995719178082,0.494467352386,1.24876386504,0.96126253638,1.06174537981,0.575066685677,2.23766827583,1.96661
5,1403715528.91,1,6,0,1541,1523,0.988319273199,0.559419515733,1.30061177599,0.990107519735,1.09403769672,0.610647916794,2.27442145348,3.05568
6,1403715528.96,1,7,0,1857,1845,0.993537964459,0.539075105325,1.60539476746,0.988597035949,1.07979887272,0.624416172504,2.24877047539,4.545904
7,1403715529.06,1,8,0,2060,2046,0.993203883495,0.571371368066,1.46666371427,1.05772602111,1.12918260261,0.665824115276,2.47879099846,4.363604
8,1403715529.11,1,9,0,2325,2314,0.995268817204,0.536839236785,1.07909864068,1.06940888908,1.16064416374,0.67025244236,2.40032196045,5.709548
9,1403715529.16,1,10,0,2608,2594,0.99463190184,0.576015928637,1.39872944203,1.08947506765,1.19383532184,0.689943730831,2.45413851738,6.489811
10,1403715529.21,1,11,0,2861,2850,0.996155190493,0.57407437573,1.17828089346,1.12040544934,1.22274839634,0.703160762787,2.49302506447,7.45362
11,1403715529.26,1,12,0,3152,3144,0.997461928934,0.549741872034,0.985574703896,1.11808902985,1.20944655435,0.702338516712,2.51246213913,7.409004
12,1403715529.31,1,13,0,3484,3470,0.99598163031,0.597733237135,1.88521761614,1.12125539971,1.20018903836,0.719584703445,2.4897441864,9.451703
13,1403715529.36,1,14,0,3937,3921,0.995935991872,0.557536447089,1.02297682769,1.1072279055,1.17726273486,0.721900701523,2.42748761177,10.025187
14,1403715529.41,1,15,0,4337,4325,0.997233110445,0.558367584129,1.05459687643,1.10021640405,1.1623684885,0.725169301033,2.3920583725,12.192887
15,1403715529.46,1,16,0,4803,4777,0.994586716635,0.572025925479,1.08358606279,1.09524247506,1.13049998375,0.734183490276,2.39367437363,11.794134
16,1403715529.56,1,17,0,5198,5181,0.996729511351,0.543969044239,1.1021854347,1.09057888152,1.11742767908,0.738694965839,2.33307051659,13.843066
17,1403715529.66,1,18,0,5692,5682,0.998243148278,0.518273469744,0.916914897534,1.08657675286,1.11513647829,0.735718786716,2.34088230133,21.746662
18,1403715529.76,1,19,0,6258,6243,0.997603068073,0.531780633932,1.25567890859,1.07662433256,1.09745149968,0.73411232233,2.32328033447,18.566506
19,1403715529.81,1,20,0,6734,6723,0.998366498366,0.62252239596,8.82934376562,1.07533790882,1.09527366532,0.729184031487,2.28583645821,24.089028
20,1403715529.91,1,21,0,7248,7229,0.997378587196,2.58500394686,176.070310647,1.06454479829,1.06907149709,0.732194185257,2.22840809822,22.629131
21,1403715530.01,1,22,0,7899,7868,0.996075452589,0.551534856094,1.6937468139,1.06155599263,1.0405096822,0.745608568192,2.23589038849,23.61328
22,1403715530.11,1,23,0,8392,8367,0.997020972355,0.524913268631,1.04485602488,1.06770660276,1.03777744053,0.752967894077,2.24985432625,25.764302
23,1403715530.21,1,24,0,8888,8850,0.995724572457,0.573901589444,1.67332267707,1.08206293029,1.03940544305,0.7684674263,2.28301310539,27.995244
24,1403715530.31,1,25,0,9533,9499,0.996433441729,0.551584497142,1.11202967063,1.08508870871,1.03759331454,0.768709659576,2.28668069839,31.150679
25,1403715530.41,1,26,0,10182,10128,0.994696523276,0.693791157563,8.02869513634,1.08738670235,1.02783013174,0.776914596558,2.28866362572,34.221985
26,1403715530.51,1,27,0,10655,10604,0.995213514782,2.40205261449,144.371477328,1.09412952709,1.02546542069,0.788066804409,2.30781435966,35.987388
27,1403715530.61,1,28,0,11078,11024,0.995125473912,0.627887056292,1.72292570015,1.106265696,1.02805451231,0.794642865658,2.35941267014,42.850984
28,1403715530.71,1,29,0,11588,11528,0.994822229893,0.638876553365,1.73934495523,1.1132413627,1.0314417361,0.802654802799,2.34812784195,40.308043
29,1403715530.81,1,29,0,11452,11406,0.99598323437,0.60396304249,1.12444805289,1.11499652762,1.02461853542,0.80268484354,2.3694601059,44.638263
30,1403715530.91,1,30,0,11861,11821,0.996627603069,0.607868603262,1.2966947616,1.11712169875,1.02396336687,0.80978000164,2.36029791832,40.532751
31,1403715531.01,1,31,0,12444,12401,0.996544519447,3.51112754849,323.237676302,1.11579383471,1.01948511116,0.809184372425,2.34519267082,45.699402
32,1403715531.16,1,31,0,12517,12474,0.996564672046,0.617511324444,1.16463355518,1.11734880715,1.01664926246,0.81474584341,2.33706188202,43.717525
33,1403715531.26,1,32,0,13064,13005,0.995483772198,0.656731663112,2.01628192141,1.12295473843,1.0147705943,0.818508863449,2.33802938461,48.913676
34,1403715531.36,1,32,0,12805,12750,0.995704802811,0.649118043992,2.4806612892,1.12112963793,1.01523776278,0.816208124161,2.33781576157,43.195391
35,1403715531.46,1,33,0,13254,13216,0.997132940999,0.621379172048,1.19404959797,1.1241135253,1.02237535176,0.822558879852,2.33671665192,49.738002
36,1403715531.56,1,34,0,13713,13666,0.996572595347,0.635384211717,1.44443457257,1.12384876563,1.01420366047,0.824663579464,2.34999155998,50.408259
37,1403715531.66,1,35,0,14195,14155,0.997182106375,0.63085747403,1.03891620058,1.13601028814,1.0180508656,0.83343321085,2.36893725395,54.226646
38,1403715531.76,1,36,0,14611,14561,0.996577920745,0.642293805173,1.11132437194,1.13728530565,1.02026644049,0.834838926792,2.35949635506,54.502646
39,1403715531.91,1,36,0,14554,14511,0.997045485777,0.639325126753,1.22122555772,1.13526041383,1.02085121768,0.833360493183,2.34618878365,52.003395
40,1403715532.06,1,37,0,14926,14876,0.996650140694,0.646176905646,1.15542713389,1.13287138068,1.00595546446,0.843144774437,2.33839511871,59.938939
41,1403715532.21,3,35,0,15294,15254,0.997384595266,0.641703442842,1.08724794826,1.14153478493,1.01206286808,0.849162936211,2.35974097252,52.82731
42,1403715532.36,1,39,0,15728,15669,0.996248728383,0.697383699397,5.07496583762,1.14762052206,1.00791257467,0.854334056377,2.36965560913,61.135046
43,1403715532.51,3,38,0,16108,16051,0.996461385647,0.669088152518,1.21001193114,1.15219974325,1.00669821665,0.861283123493,2.37746405602,62.297963
44,1403715532.66,5,35,0,15806,15758,0.99696317854,0.672233258367,1.24495813233,1.16257609647,1.00986782479,0.869402348995,2.38498854637,55.46918
45,1403715532.81,2,39,0,15838,15781,0.99640106074,0.681034347437,1.15586954192,1.17101043407,1.01736605953,0.872460722923,2.42513775826,58.017478
46,1403715532.96,1,41,0,16194,16152,0.997406446832,0.673819428222,1.08465530263,1.17376450858,1.02055228272,0.876225233078,2.42984461784,55.659802
47,1403715533.11,2,39,0,16144,16091,0.996717046581,0.697904273619,1.93766591082,1.18039017755,1.02976634003,0.880326807499,2.44971966743,67.060699
48,1403715533.26,1,41,0,16058,15989,0.995703076348,0.739801837601,2.43134770917,1.19359763179,1.04273055936,0.88883972168,2.46872210503,63.404121
49,1403715533.41,1,42,0,16486,16418,0.995875288123,0.734732159864,2.00843721918,1.20345286881,1.04650138987,0.897306263447,2.48803186417,66.774553
50,1403715533.56,1,43,0,16794,16710,0.994998213648,0.738575882672,1.3459338819,1.20502985319,1.04202742329,0.901427030563,2.48661780357,62.335857
51,1403715533.71,1,43,0,16691,16596,0.994308309868,0.755836461578,1.48903271918,1.2117883749,1.04915001736,0.906786620617,2.50890374184,63.303836
52,1403715533.86,1,44,0,17043,16952,0.994660564455,0.891341435932,17.2032192287,1.22044364317,1.04939320684,0.913373470306,2.52951455116,73.24108
53,1403715534.01,1,43,0,16637,16553,0.994951012803,0.755785833321,1.77085988868,1.20926266046,1.04879857171,0.898429334164,2.51874732971,64.225453
54,1403715534.16,1,44,0,16945,16880,0.996164060195,0.760894246039,3.18317166119,1.21332013847,1.04837322421,0.905464053154,2.51006531715,81.577031
55,1403715534.31,1,44,0,16822,16775,0.99720603971,0.730074885852,1.37235857155,1.2165801967,1.0558753073,0.907674372196,2.52772092819,80.036159
56,1403715534.46,1,45,0,17320,17253,0.996131639723,0.75029535038,1.40446871772,1.21972608813,1.06102055912,0.906506180763,2.54853129387,84.89881
57,1403715534.61,1,46,0,17864,17789,0.995801612181,0.758794761819,2.92485264334,1.2193743125,1.05717827955,0.907700836658,2.54135656357,85.712029
58,1403715534.76,1,47,0,18270,18223,0.997427476738,0.732863775772,1.9019385072,1.21525352456,1.05499437967,0.91040790081,2.52173995972,92.875535
59,1403715534.96,1,48,0,18492,18455,0.997999134761,0.746962496941,2.81451075915,1.21845237737,1.05162342089,0.91635197401,2.51288890839,95.926821
60,1403715535.16,14,35,0,17860,17836,0.998656215006,0.69482745287,1.09149107091,1.21410645974,1.0540650715,0.907389938831,2.52218723297,80.861289
61,1403715535.51,23,27,0,17181,17157,0.998603108085,0.691393145612,1.09295074497,1.21692610019,1.05391146016,0.912543237209,2.5219180584,56.16044
62,1403715535.66,30,21,0,16779,16757,0.998688837237,0.68795612783,1.24781719672,1.22011495543,1.0571541433,0.913242518902,2.52265381813,38.86169
63,1403715536.01,42,10,0,11026,11012,0.998730273898,0.705986661123,1.05406395226,1.25580984609,1.03548056145,0.968661546707,2.54670286179,17.491032
64,1403715536.21,42,11,0,11473,11455,0.998431099102,0.702689374609,1.05609839778,1.25108716925,1.03073589084,0.964333593845,2.54017472267,15.963444
65,1403715536.46,43,11,0,11191,11183,0.999285139845,0.675476017295,0.939911209675,1.24981385121,1.04180196469,0.95717304945,2.54891657829,18.001969
66,1403715536.56,43,12,0,11719,11695,0.99795204369,0.751039623871,5.04074794587,1.24943269788,1.04930432822,0.955289304256,2.57316923141,19.055793
67,1403715536.66,44,12,0,11290,11275,0.998671390611,0.699379965177,2.24436441432,1.23705612986,1.04294663186,0.942941606045,2.54815888405,25.26135
68,1403715536.76,45,12,0,10756,10739,0.998419486798,0.67797152155,2.33971948712,1.21306085789,1.02704101582,0.923161387444,2.49569129944,18.95989
69,1403715536.91,44,14,0,12173,12150,0.998110572579,0.786747511065,12.6964554395,1.22371465635,1.04210020021,0.929444670677,2.54038047791,25.415193
70,1403715537.01,44,15,0,12572,12559,0.998965956093,0.663730532406,1.86942674391,1.22237420851,1.0445204462,0.92677718401,2.5351536274,22.655215
71,1403715537.11,44,16,0,13007,12984,0.998231721381,0.670644278357,1.58360938738,1.21871199441,1.04303481298,0.924935519695,2.5205988884,26.433499
72,1403715537.21,44,17,0,13367,13347,0.998503777961,0.66515986573,1.79052006025,1.2130759787,1.03907814113,0.918631792068,2.50973463058,26.923425
