timestamp,state
1403715523.912143230438,1
1403715523.962142944336,1
1403715524.012143135071,1
1403715524.062143087387,1
1403715524.112143278122,1
1403715524.162142992020,1
1403715524.212143182755,1
1403715524.262143135071,1
1403715524.312143087387,1
1403715524.362143039703,1
1403715524.412143230438,1
1403715524.462142944336,1
1403715524.512143135071,1
1403715524.562143087387,1
1403715524.612143278122,1
1403715524.662142992020,1
1403715524.712143182755,1
1403715524.762143135071,1
1403715524.812143087387,1
1403715524.862143039703,1
1403715524.912143230438,1
1403715524.962142944336,1
1403715525.012143135071,1
1403715525.062143087387,1
1403715525.112143278122,1
1403715525.162142992020,1
1403715525.212143182755,1
1403715525.262143135071,1
1403715525.312143087387,1
1403715525.362143039703,1
1403715525.412143230438,1
1403715525.462142944336,1
1403715525.512143135071,1
1403715525.562143087387,1
1403715525.612143278122,1
1403715525.662142992020,1
1403715525.712143182755,1
1403715525.762143135071,1
1403715525.812143087387,1
1403715525.862143039703,1
1403715525.912143230438,1
1403715525.962142944336,1
1403715526.012143135071,1
1403715526.062143087387,1
1403715526.112143278122,1
1403715526.162142992020,1
1403715526.212143182755,1
1403715526.262143135071,1
1403715526.312143087387,1
1403715526.362143039703,1
1403715526.412143230438,1
1403715526.462142944336,1
1403715526.512143135071,1
1403715526.562143087387,1
1403715526.612143278122,1
1403715526.662142992020,1
1403715526.712143182755,1
1403715526.762143135071,1
1403715526.812143087387,1
1403715526.862143039703,1
1403715526.912143230438,1
1403715526.962142944336,1
1403715527.012143135071,1
1403715527.062143087387,1
1403715527.112143278122,1
1403715527.162142992020,1
1403715527.212143182755,1
1403715527.262143135071,1
1403715527.312143087387,1
1403715527.362143039703,1
1403715527.412143230438,1
1403715527.462142944336,1
1403715527.512143135071,1
1403715527.562143087387,1
1403715527.612143278122,1
1403715527.662142992020,1
1403715527.712143182755,1
1403715527.762143135071,1
1403715527.812143087387,1
1403715527.862143039703,1
1403715527.912143230438,1
1403715527.962142944336,1
1403715528.012143135071,1
1403715528.062143087387,1
1403715528.112143278122,1
1403715528.162142992020,1
1403715528.212143182755,1
1403715528.262143135071,1
1403715528.312143087387,1
1403715528.362143039703,1
1403715528.412143230438,1
1403715528.462142944336,1
1403715528.512143135071,1
1403715528.562143087387,1
1403715528.612143278122,1
1403715528.662142992020,1
1403715528.712143182755,2
1403715528.762143135071,2
1403715528.812143087387,2
1403715528.862143039703,2
1403715528.912143230438,2
1403715528.962142944336,2
1403715529.012143135071,2
1403715529.062143087387,2
1403715529.112143278122,2
1403715529.162142992020,2
1403715529.212143182755,2
1403715529.262143135071,2
1403715529.312143087387,2
1403715529.362143039703,2
1403715529.412143230438,2
1403715529.462142944336,2
1403715529.512143135071,2
1403715529.562143087387,2
1403715529.612143278122,2
1403715529.662142992020,2
1403715529.712143182755,2
1403715529.762143135071,2
1403715529.812143087387,2
1403715529.862143039703,2
1403715529.912143230438,2
1403715529.962142944336,2
1403715530.012143135071,2
1403715530.062143087387,2
1403715530.112143278122,2
1403715530.162142992020,2
1403715530.212143182755,2
1403715530.262143135071,2
1403715530.312143087387,2
1403715530.362143039703,2
1403715530.412143230438,2
1403715530.462142944336,2
1403715530.512143135071,2
1403715530.562143087387,2
1403715530.612143278122,2
1403715530.662142992020,2
1403715530.712143182755,2
1403715530.762143135071,2
1403715530.812143087387,2
1403715530.862143039703,2
1403715530.912143230438,2
1403715530.962142944336,2
1403715531.012143135071,2
1403715531.062143087387,2
1403715531.112143278122,2
1403715531.162142992020,2
1403715531.212143182755,2
1403715531.262143135071,2
1403715531.312143087387,2
1403715531.362143039703,2
1403715531.412143230438,2
1403715531.462142944336,2
1403715531.512143135071,2
1403715531.562143087387,2
1403715531.612143278122,2
1403715531.662142992020,2
1403715531.712143182755,2
1403715531.762143135071,2
1403715531.812143087387,2
1403715531.862143039703,2
1403715531.912143230438,2
1403715531.962142944336,2
1403715532.012143135071,2
1403715532.062143087387,2
1403715532.112143278122,2
1403715532.162142992020,2
1403715532.212143182755,2
1403715532.262143135071,2
1403715532.312143087387,2
1403715532.362143039703,2
1403715532.412143230438,2
1403715532.462142944336,2
1403715532.512143135071,2
1403715532.562143087387,2
1403715532.612143278122,2
1403715532.662142992020,2
1403715532.712143182755,2
1403715532.762143135071,2
1403715532.812143087387,2
1403715532.862143039703,2
1403715532.912143230438,2
1403715532.962142944336,2
1403715533.012143135071,2
