frame_id,ts,state,n_kps,n_map_pts,n_inliers,n_lost_kps,reproj_mean_px,reproj_std_px,reproj_median_px,n_reproj,obs_per_mp,n_local_mps,n_local_kfs,is_kf,n_global_kfs,n_global_mps,image_name
0,1413393886.01,1,2095,0,0,2095,0,0,0,0,0,0,0,0,0,0,
1,1413393886.06,1,2201,0,0,2201,0,0,0,0,0,0,0,0,0,0,
2,1413393886.11,1,2101,0,0,2101,0,0,0,0,0,0,0,0,0,0,
3,1413393886.16,1,2100,0,0,2100,0,0,0,0,0,0,0,0,0,0,
4,1413393886.21,1,1980,0,0,1980,0,0,0,0,0,0,0,0,0,0,
5,1413393886.26,1,2081,0,0,2081,0,0,0,0,0,0,0,0,0,0,
6,1413393886.31,1,2143,0,0,2143,0,0,0,0,0,0,0,0,0,0,
7,1413393886.36,1,2133,0,0,2133,0,0,0,0,0,0,0,0,0,0,
8,1413393886.41,1,2188,0,0,2188,0,0,0,0,0,0,0,0,0,0,
9,1413393886.46,1,2036,0,0,2036,0,0,0,0,0,0,0,0,0,0,
10,1413393886.51,1,2071,0,0,2071,0,0,0,0,0,0,0,0,0,0,
11,1413393886.56,1,2032,0,0,2032,0,0,0,0,0,0,0,0,0,0,
12,1413393886.61,1,2078,0,0,2078,0,0,0,0,0,0,0,0,0,0,
13,1413393886.66,1,2082,0,0,2082,0,0,0,0,0,0,0,0,0,0,
14,1413393886.71,1,2077,0,0,2077,0,0,0,0,0,0,0,0,0,0,
15,1413393886.76,1,2086,0,0,2086,0,0,0,0,0,0,0,0,0,0,
16,1413393886.81,1,2068,0,0,2068,0,0,0,0,0,0,0,0,0,0,
17,1413393886.86,1,2066,0,0,2066,0,0,0,0,0,0,0,0,0,0,
18,1413393886.91,1,2092,0,0,2092,0,0,0,0,0,0,0,0,0,0,
19,1413393886.96,1,2064,0,0,2064,0,0,0,0,0,0,0,0,0,0,
20,1413393887.01,1,2177,0,0,2177,0,0,0,0,0,0,0,0,0,0,
21,1413393887.06,1,2090,0,0,2090,0,0,0,0,0,0,0,0,0,0,
22,1413393887.11,1,2106,0,0,2106,0,0,0,0,0,0,0,0,0,0,
23,1413393887.16,1,2199,0,0,2199,0,0,0,0,0,0,0,0,0,0,
24,1413393887.21,1,2022,0,0,2022,0,0,0,0,0,0,0,0,0,0,
25,1413393887.26,1,2118,0,0,2118,0,0,0,0,0,0,0,0,0,0,
26,1413393887.31,1,2094,0,0,2094,0,0,0,0,0,0,0,0,0,0,
27,1413393887.36,1,2146,0,0,2146,0,0,0,0,0,0,0,0,0,0,
28,1413393887.41,1,2133,0,0,2133,0,0,0,0,0,0,0,0,0,0,
29,1413393887.46,1,2042,0,0,2042,0,0,0,0,0,0,0,0,0,0,
30,1413393887.51,1,2097,0,0,2097,0,0,0,0,0,0,0,0,0,0,
31,1413393887.56,1,2022,0,0,2022,0,0,0,0,0,0,0,0,0,0,
32,1413393887.61,1,2105,0,0,2105,0,0,0,0,0,0,0,0,0,0,
33,1413393887.66,1,2067,0,0,2067,0,0,0,0,0,0,0,0,0,0,
34,1413393887.71,1,2040,0,0,2040,0,0,0,0,0,0,0,0,0,0,
35,1413393887.76,1,2036,0,0,2036,0,0,0,0,0,0,0,0,0,0,
36,1413393887.81,1,2088,0,0,2088,0,0,0,0,0,0,0,0,0,0,
37,1413393887.86,1,2104,0,0,2104,0,0,0,0,0,0,0,0,0,0,
38,1413393887.91,1,2132,0,0,2132,0,0,0,0,0,0,0,0,0,0,
39,1413393887.96,1,2122,0,0,2122,0,0,0,0,0,0,0,0,0,0,
40,1413393888.01,1,2189,0,0,2189,0,0,0,0,0,0,0,0,0,0,
41,1413393888.06,1,2168,0,0,2168,0,0,0,0,0,0,0,0,0,0,
