kf_id,ts,n_fixed_kf,n_opt_kf,n_mps,n_edges,n_inlier_edges,ratio_inlier_edge,chi2_mean,chi2_std,pix_mean_px,pix_std_px,pix_median_px,pix_p90_px,opt_ms
2,1413393889.46,1,3,0,780,780,1,0.186049435066,0.284521051213,0.361163533533,0.352017332189,0.282863438129,0.749184787273,1.240928
3,1413393889.51,1,4,0,608,608,1,0.334471807627,0.483540127119,0.608491648702,0.61859699148,0.441782534122,1.16851949692,0.841345
4,1413393889.56,1,5,0,918,918,1,0.366562288949,0.500066324883,0.748913059466,0.757573273264,0.551789104939,1.51062130928,1.553214
5,1413393889.61,1,6,0,1259,1254,0.996028594122,2.33607956841,67.3988079744,0.830940575121,0.876084650496,0.564821600914,1.71037483215,2.162292
6,1413393889.66,1,7,0,1668,1662,0.996402877698,0.564566874186,4.27666720699,0.874690174037,0.922757895389,0.592371225357,1.84918367863,3.791468
7,1413393889.71,1,8,0,2171,2164,0.99677567941,0.512730245988,1.88047770938,0.931067461285,0.923755695007,0.651883780956,1.96338248253,4.835641
8,1413393889.76,1,9,0,2447,2442,0.997956681651,0.512939005177,0.805251737521,0.992163417675,0.96232752684,0.701173901558,2.08433580399,4.968329
9,1413393889.81,1,10,0,2685,2678,0.99739292365,0.559820983148,0.855264628578,1.03529362556,0.9788508634,0.740316092968,2.17022299767,5.719045
10,1413393889.86,1,11,0,2847,2840,0.997541271514,0.591824875874,0.998978959627,1.0693912933,1.00540754787,0.75890648365,2.28345108032,6.706527
11,1413393889.91,1,12,0,3438,3410,0.991855730076,2.58168989207,98.2876168268,1.07680746004,1.01487353368,0.77670788765,2.21707582474,8.99367
12,1413393889.96,1,13,0,3714,3692,0.994076467421,0.653991041037,1.78324441282,1.09528341161,1.01734112354,0.791871845722,2.27151155472,9.5591
13,1413393890.06,1,14,0,4125,4109,0.996121212121,0.67606427264,3.6185672435,1.107783951,0.994127500873,0.815780818462,2.3149292469,10.371545
14,1413393890.11,1,14,0,4501,4482,0.995778715841,0.638381051682,2.04958354206,1.10873805752,0.976938795533,0.825806498528,2.27313113213,11.373761
