timestamp,state
1413393886.005760669708,1
1413393886.055760383606,1
1413393886.105760574341,1
1413393886.155760526657,1
1413393886.205760717392,1
1413393886.255760431290,1
1413393886.305760622025,1
1413393886.355760574341,1
1413393886.405760526657,1
1413393886.455760478973,1
1413393886.505760669708,1
1413393886.555760383606,1
1413393886.605760574341,1
1413393886.655760526657,1
1413393886.705760717392,1
1413393886.755760431290,1
1413393886.805760622025,1
1413393886.855760574341,1
1413393886.905760526657,1
1413393886.955760478973,1
1413393887.005760669708,1
1413393887.055760383606,1
1413393887.105760574341,1
1413393887.155760526657,1
1413393887.205760717392,1
1413393887.255760431290,1
1413393887.305760622025,1
1413393887.355760574341,1
1413393887.405760526657,1
1413393887.455760478973,1
1413393887.505760669708,1
1413393887.555760383606,1
1413393887.605760574341,1
1413393887.655760526657,1
1413393887.705760717392,1
1413393887.755760431290,1
1413393887.805760622025,1
1413393887.855760574341,1
1413393887.905760526657,1
1413393887.955760478973,1
1413393888.005760669708,1
1413393888.055760383606,1
1413393888.105760574341,1
1413393888.155760526657,1
1413393888.205760717392,1
1413393888.255760431290,1
1413393888.305760622025,1
1413393888.355760574341,1
1413393888.405760526657,1
1413393888.455760478973,1
1413393888.505760669708,1
1413393888.555760383606,1
1413393888.605760574341,1
1413393888.655760526657,1
1413393888.705760717392,1
1413393888.755760431290,1
1413393888.805760622025,1
1413393888.855760574341,1
1413393888.905760526657,1
1413393888.955760478973,1
1413393889.005760669708,1
1413393889.055760383606,1
1413393889.105760574341,1
1413393889.155760526657,1
1413393889.205760717392,1
1413393889.255760431290,1
1413393889.305760622025,1
1413393889.355760574341,1
1413393889.405760526657,2
1413393889.455760478973,2
1413393889.505760669708,2
1413393889.555760383606,2
1413393889.605760574341,2
1413393889.655760526657,2
1413393889.705760717392,2
1413393889.755760431290,2
1413393889.805760622025,2
1413393889.855760574341,2
1413393889.905760526657,2
1413393889.955760478973,2
1413393890.005760669708,2
1413393890.055760383606,2
1413393890.105760574341,2
1413393890.155760526657,2
1413393890.205760717392,2
1413393890.255760431290,2
1413393890.305760622025,2
1413393890.355760574341,2
1413393890.405760526657,2
1413393890.455760478973,2
1413393890.505760669708,2
1413393890.555760383606,2
1413393890.605760574341,2
1413393890.655760526657,2
1413393890.705760717392,2
1413393890.755760431290,2
1413393890.805760622025,2
1413393890.855760574341,2
1413393890.905760526657,2
1413393890.955760478973,2
1413393891.005760669708,2
1413393891.055760383606,2
1413393891.105760574341,2
1413393891.155760526657,2
1413393891.205760717392,2
1413393891.255760431290,2
1413393891.305760622025,2
1413393891.355760574341,2
1413393891.405760526657,2
1413393891.455760478973,2
1413393891.505760669708,2
1413393891.555760383606,2
1413393891.605760574341,2
1413393891.655760526657,2
1413393891.705760717392,2
1413393891.755760431290,2
1413393891.805760622025,2
1413393891.855760574341,2
