kf_id,ts,n_fixed_kf,n_opt_kf,n_mps,n_edges,n_inlier_edges,ratio_inlier_edge,chi2_mean,chi2_std,pix_mean_px,pix_std_px,pix_median_px,pix_p90_px,opt_ms
2,1413393217.11,1,3,0,1223,1223,1,0.242178867296,0.37110278792,0.619962891922,0.591725292198,0.435847491026,1.3740285635,2.114357
3,1413393217.21,1,4,0,2122,2122,1,0.307551996756,0.480728263062,0.751744965761,0.638562630672,0.571920514107,1.53051698208,3.949676
4,1413393217.26,1,5,0,2983,2982,0.999664767013,0.360624921596,0.577281502172,0.827836857354,0.69261349038,0.641777336597,1.66704487801,6.043113
5,1413393217.36,1,6,0,3794,3788,0.998418555614,0.409463918723,0.828200671854,0.870316963297,0.717598854316,0.675849914551,1.76103687286,7.908688
6,1413393217.46,1,7,0,4485,4482,0.999331103679,0.413254213867,0.676124244475,0.891544222473,0.738393979685,0.691788434982,1.7756408453,8.789297
7,1413393217.56,1,7,0,4511,4501,0.99778319663,0.503267431374,5.2191141037,0.898929084111,0.751842542258,0.691453754902,1.79709362984,7.597908
8,1413393217.66,1,7,0,4445,4437,0.998200224972,0.449005575594,0.757513269437,0.921290736718,0.757994712521,0.71300560236,1.84907972813,7.725935
9,1413393217.76,1,8,0,5078,5063,0.997046081134,0.482129879255,0.815958518261,0.953502616891,0.784234215731,0.744202554226,1.90145301819,9.874425
10,1413393217.86,1,8,0,4974,4953,0.995778045838,0.512301619651,1.0200409653,0.974814175167,0.814919261925,0.75365459919,1.92339491844,10.039843
11,1413393218.01,1,8,0,4991,4973,0.996393508315,0.549367549181,1.67932067229,0.994382271895,0.824689852324,0.776580929756,1.9995354414,8.724705
12,1413393218.16,1,8,0,4969,4948,0.995773797545,0.533548520391,1.05203035762,1.00903282633,0.844658283537,0.786933660507,2.01730561256,9.618127
13,1413393218.26,1,9,0,5506,5487,0.996549219034,0.562469330514,1.25195590384,1.03952822165,0.867058468252,0.803046405315,2.10013628006,12.789894
14,1413393218.36,1,9,0,5403,5379,0.99555802332,0.567560386351,0.972570601118,1.04957367048,0.877552918664,0.806735932827,2.16265010834,12.176958
15,1413393218.51,1,10,0,6007,5980,0.995505243882,0.606552122243,1.35259315903,1.06974002194,0.898398224389,0.817651808262,2.18158245087,10.591129
16,1413393218.56,1,11,0,6582,6545,0.994378608326,0.777500328516,11.0030919866,1.0819759768,0.92698465185,0.821982622147,2.23748445511,13.16249
17,1413393218.66,1,11,0,6470,6438,0.995054095827,0.59585290789,1.23475942146,1.06808496147,0.909297514772,0.804371058941,2.21385097504,13.199736
18,1413393218.76,1,10,0,5669,5634,0.993826071618,0.589914274798,1.48140240885,1.03650119817,0.873152971276,0.795447230339,2.0851919651,10.652376
19,1413393218.86,1,10,0,5594,5571,0.995888451913,0.544765175241,1.41487220217,1.01052641474,0.848225852743,0.773291766644,2.06694889069,12.003833
20,1413393218.96,1,11,0,6052,6021,0.994877726371,0.716560634373,11.9661235644,1.03381782831,0.857310061278,0.800941109657,2.08357787132,12.786217
21,1413393219.06,1,12,0,6536,6504,0.995104039168,0.574163142698,1.26173547444,1.04640902079,0.892734045733,0.794299602509,2.11466145515,14.285717
22,1413393219.31,1,12,0,6488,6456,0.995067817509,0.610134687825,2.61929052559,1.04115206172,0.895119740069,0.78710103035,2.11421608925,12.325462
23,1413393219.46,1,13,0,6911,6864,0.993199247576,0.592836506442,1.15682764686,1.05708554278,0.902499948037,0.797680020332,2.14933586121,15.706169
24,1413393219.66,1,13,0,6884,6842,0.993898895991,0.617690393802,1.99291398071,1.0642616915,0.895589362133,0.807754933834,2.14381980896,13.968114
25,1413393219.76,1,13,0,6882,6844,0.994478349317,2.67895053287,159.87569958,1.0650283707,0.90068214448,0.813484072685,2.12662291527,13.490662
26,1413393219.81,1,13,0,6866,6834,0.995339353335,0.612907757646,1.99631821427,1.05534793364,0.90006956204,0.807757675648,2.14063477516,14.406847
27,1413393219.91,1,14,0,7420,7381,0.99474393531,0.584475414136,1.05953626541,1.05465884253,0.898063153966,0.808364748955,2.12491130829,17.635397
28,1413393220.01,1,14,0,7354,7317,0.994968724504,0.639394137307,3.59558988943,1.05615414334,0.901509521973,0.813922762871,2.0944750309,18.853538
29,1413393220.16,1,15,0,7964,7919,0.994349573079,6.59577247484,533.176244176,1.06510894796,0.898709447292,0.826997816563,2.11753869057,21.639927
30,1413393220.31,1,15,0,7906,7870,0.995446496332,0.5968764736,1.12299816187,1.0718732103,0.914972590524,0.826535046101,2.13362360001,19.797915
31,1413393220.46,1,15,0,7857,7813,0.99439989818,0.627476578561,1.81276510622,1.07627463764,0.91419107307,0.830406308174,2.14913892746,16.901355
32,1413393220.56,1,16,0,8328,8280,0.994236311239,0.617335285073,1.17056906496,1.07924014092,0.90851659466,0.832423627377,2.13892197609,19.966835
33,1413393220.71,1,15,0,7750,7722,0.996387096774,0.599636448266,1.17328796786,1.06791204959,0.896245478282,0.834443032742,2.10148620605,22.998835
34,1413393220.81,1,15,0,7805,7770,0.995515695067,0.612777091719,1.1625759814,1.07851743869,0.912475305643,0.837316215038,2.13698148727,17.272179
35,1413393220.86,1,16,0,8261,8209,0.993705362547,0.659991373472,1.30550571061,1.10927195771,0.947855339129,0.854467332363,2.23307514191,21.747477
36,1413393221.01,1,16,0,8262,8214,0.9941902687,0.651099463746,1.25230956285,1.1115119982,0.955433127076,0.851578891277,2.23993468285,18.074673
37,1413393221.16,1,16,0,8233,8171,0.992469330742,0.657804320274,1.30483378546,1.10436042059,0.951830529706,0.846935510635,2.24380064011,24.592162
38,1413393221.31,1,16,0,8245,8195,0.993935718617,0.626951050797,1.13398766103,1.09378171039,0.940208606791,0.838859498501,2.22204971313,25.741208
39,1413393221.46,1,16,0,8365,8321,0.994739988045,0.642708194158,1.34319771591,1.10443171135,0.967129271748,0.833596050739,2.26898694038,20.141162
40,1413393221.56,1,16,0,8339,8289,0.994004077227,0.661956789857,2.48644247968,1.10072842337,0.959407132217,0.832499265671,2.26714396477,18.559155
41,1413393221.66,1,16,0,8258,8204,0.993460886413,0.657543989326,1.30614478867,1.11531523382,0.966156403441,0.843797266483,2.28455257416,22.082622
42,1413393221.81,1,16,0,8101,8054,0.99419824713,0.718991470166,5.48498322037,1.11830107589,0.978253484077,0.845235824585,2.28414678574,18.259299
43,1413393221.96,1,16,0,8090,8035,0.993201483313,0.670087988847,1.39294792447,1.13186268448,1.00188461567,0.845024704933,2.29850459099,15.704805
44,1413393222.26,1,16,0,8081,8037,0.994555129316,0.656456043841,1.25819048914,1.13505916023,0.998510698411,0.851574599743,2.292314291,15.88144
45,1413393222.51,1,15,0,7496,7447,0.993463180363,0.681303644333,1.48421883481,1.13927821777,0.997123908243,0.864682018757,2.32403588295,14.821076
46,1413393222.71,1,15,0,7503,7464,0.994802079168,0.65146881774,1.18138860534,1.13260303439,0.971156668875,0.867756128311,2.28486919403,14.884235
47,1413393222.91,1,15,0,7587,7538,0.993541584289,0.685831450349,1.43333781143,1.13871985759,0.984907738829,0.865124881268,2.29325723648,15.154059
48,1413393223.01,1,16,0,8179,8126,0.993519990219,0.701150324712,1.50360591409,1.14971818498,0.999659635615,0.882334589958,2.30289030075,17.091127
49,1413393223.06,1,16,0,8155,8108,0.994236664623,0.690575219892,1.69778363737,1.14844705668,1.00663622078,0.874116420746,2.32287621498,15.053728
50,1413393223.16,1,16,0,8125,8074,0.993723076923,0.698196617916,1.63950661606,1.15537973151,1.01176090706,0.876346349716,2.32360482216,20.788117
51,1413393223.26,1,16,0,8169,8114,0.993267229771,0.697796601198,1.44211922718,1.16026962021,1.02153033349,0.869063138962,2.39840888977,17.423835
52,1413393223.31,1,17,0,8637,8584,0.99386361005,0.700889352995,1.45619735158,1.16576675338,1.03557082244,0.865846335888,2.39876079559,20.763945
53,1413393223.41,1,17,0,8658,8617,0.995264495264,0.66348248934,1.27607685191,1.15501075826,1.02664496647,0.857538640499,2.36692857742,21.995357
54,1413393223.51,1,18,0,9144,9085,0.99354768154,0.692827672184,1.47625935253,1.16013819257,1.02755165226,0.861809968948,2.39070224762,19.112824
55,1413393223.61,1,17,0,8538,8499,0.995432185524,0.677373898457,1.50059639544,1.16223062329,1.0265841259,0.864031732082,2.36980652809,16.645468
56,1413393223.66,1,18,0,9086,9037,0.994607087827,0.689842032204,1.53297508958,1.17196545831,1.02587900821,0.883245706558,2.39759707451,19.149208
57,1413393223.81,1,18,0,9024,8974,0.994459219858,0.675565975266,1.56068391836,1.16459212818,1.01163628221,0.878377437592,2.38857769966,18.32969
