timestamp,state
1413393212.255760431290,1
1413393212.305760622025,1
1413393212.355760574341,1
1413393212.405760526657,1
1413393212.455760478973,1
1413393212.505760669708,1
1413393212.555760383606,1
1413393212.605760574341,1
1413393212.655760526657,1
1413393212.705760717392,1
1413393212.755760431290,1
1413393212.805760622025,1
1413393212.855760574341,1
1413393212.905760526657,1
1413393212.955760478973,1
1413393213.005760669708,1
1413393213.055760383606,1
1413393213.105760574341,1
1413393213.155760526657,1
1413393213.205760717392,1
1413393213.255760431290,1
1413393213.305760622025,1
1413393213.355760574341,1
1413393213.405760526657,1
1413393213.455760478973,1
1413393213.505760669708,1
1413393213.555760383606,1
1413393213.605760574341,1
1413393213.655760526657,1
1413393213.705760717392,1
1413393213.755760431290,1
1413393213.805760622025,1
1413393213.855760574341,1
1413393213.905760526657,1
1413393213.955760478973,1
1413393214.005760669708,1
1413393214.055760383606,1
1413393214.105760574341,1
1413393214.155760526657,1
1413393214.205760717392,1
1413393214.255760431290,1
1413393214.305760622025,1
1413393214.355760574341,1
1413393214.405760526657,1
1413393214.455760478973,1
1413393214.505760669708,1
1413393214.555760383606,1
1413393214.605760574341,1
1413393214.655760526657,1
1413393214.705760717392,1
1413393214.755760431290,1
1413393214.805760622025,1
1413393214.855760574341,1
1413393214.905760526657,1
1413393214.955760478973,1
1413393215.005760669708,1
1413393215.055760383606,1
1413393215.105760574341,1
1413393215.155760526657,1
1413393215.205760717392,1
1413393215.255760431290,1
1413393215.305760622025,1
1413393215.355760574341,1
1413393215.405760526657,1
1413393215.455760478973,1
1413393215.505760669708,1
1413393215.555760383606,1
1413393215.605760574341,1
1413393215.655760526657,1
1413393215.705760717392,1
1413393215.755760431290,1
1413393215.805760622025,1
1413393215.855760574341,1
1413393215.905760526657,1
1413393215.955760478973,1
1413393216.005760669708,1
1413393216.055760383606,1
1413393216.105760574341,1
1413393216.155760526657,1
1413393216.205760717392,1
1413393216.255760431290,1
1413393216.305760622025,1
1413393216.355760574341,1
1413393216.405760526657,1
1413393216.455760478973,1
1413393216.505760669708,1
1413393216.555760383606,1
1413393216.605760574341,1
1413393216.655760526657,1
1413393216.705760717392,1
1413393216.755760431290,1
1413393216.805760622025,1
1413393216.855760574341,1
1413393216.905760526657,1
1413393216.955760478973,1
1413393217.005760669708,1
1413393217.055760383606,2
1413393217.105760574341,2
1413393217.155760526657,2
1413393217.205760717392,2
1413393217.255760431290,2
1413393217.305760622025,2
1413393217.355760574341,2
1413393217.405760526657,2
1413393217.455760478973,2
1413393217.505760669708,2
1413393217.555760383606,2
1413393217.605760574341,2
1413393217.655760526657,2
1413393217.705760717392,2
1413393217.755760431290,2
1413393217.805760622025,2
1413393217.855760574341,2
1413393217.905760526657,2
1413393217.955760478973,2
1413393218.005760669708,2
1413393218.055760383606,2
1413393218.105760574341,2
1413393218.155760526657,2
1413393218.205760717392,2
1413393218.255760431290,2
1413393218.305760622025,2
1413393218.355760574341,2
1413393218.405760526657,2
1413393218.455760478973,2
1413393218.505760669708,2
1413393218.555760383606,2
1413393218.605760574341,2
1413393218.655760526657,2
1413393218.705760717392,2
1413393218.755760431290,2
1413393218.805760622025,2
1413393218.855760574341,2
1413393218.905760526657,2
1413393218.955760478973,2
1413393219.005760669708,2
1413393219.055760383606,2
1413393219.105760574341,2
1413393219.155760526657,2
1413393219.205760717392,2
1413393219.255760431290,2
1413393219.305760622025,2
1413393219.355760574341,2
1413393219.405760526657,2
1413393219.455760478973,2
1413393219.505760669708,2
1413393219.555760383606,2
1413393219.605760574341,2
1413393219.655760526657,2
1413393219.705760717392,2
1413393219.755760431290,2
1413393219.805760622025,2
1413393219.855760574341,2
1413393219.905760526657,2
1413393219.955760478973,2
1413393220.005760669708,2
1413393220.055760383606,2
1413393220.105760574341,2
1413393220.155760526657,2
1413393220.205760717392,2
