kf_id,ts,n_inertial_edges,n_vis_edges,err_R_mean,err_R_std,err_R_max,err_V_mean,err_V_std,err_V_max,err_P_mean,err_P_std,err_P_max,chi2_inertial_mean,chi2_inertial_max,rel_robust_chi2,n_gyro_rw,n_acc_rw,bg_x,bg_y,bg_z,ba_x,ba_y,ba_z,vel_x,vel_y,vel_z
10,1413393892.11,9,5786,0.000297230049436,0.000165346729871,0.000590890872455,0.00872138262847,0.0115300288897,0.0365224234401,0.000708335423932,0.000773558875163,0.00262581181789,78.6832582756,465.367995437,0.824707686901,9,9,-0.00338741508313,0.0257122144103,0.0796080082655,-0.0985704734921,0.0122808758169,-0.0541452914476,-0.328177630901,-1.53759360313,0.18458019197
11,1413393892.21,10,6096,0.000256782228839,9.43444345128e-05,0.000400308058847,0.00777908134736,0.0117673937761,0.036913926092,0.000592203437315,0.000851117848018,0.00302732756474,77.8121519227,601.575031195,0.882488667965,10,10,-0.00339108589105,0.0257102381438,0.079615727067,-0.0994208827615,0.0208270139992,-0.072202257812,-0.344591408968,-1.51912510395,0.214162617922
12,1413393892.31,11,6541,0.000239063671847,0.000112416569735,0.000428584030176,0.0071585884126,0.0117372805031,0.0375653832504,0.000551054427251,0.000870346541851,0.0031552874825,75.158195787,665.578813754,0.884450674057,11,11,-0.00339226564392,0.0257104076445,0.0796167254448,-0.0885742679238,0.0178534518927,-0.072397775948,-0.355005800724,-1.46558439732,0.127434700727
13,1413393892.41,12,7014,0.000246153686019,0.000117848043113,0.00047556936646,0.00658131628099,0.0109819497825,0.0362973154744,0.000510109592175,0.000832192886635,0.00312069177692,69.190832746,652.273814639,0.882724165916,12,12,-0.00338778202422,0.0257126241922,0.0796193405986,-0.0834710225463,0.0170985385776,-0.0762785822153,-0.358952581882,-1.40929245949,0.0136683387682
14,1413393892.51,13,7390,0.000275572505219,0.000171275279259,0.000673042448051,0.00627627944976,0.010273439398,0.036295043102,0.00046098630656,0.000723947684047,0.00286749695231,59.6494581837,549.288171564,0.897107005119,13,13,-0.00338915945031,0.0257123690099,0.079620629549,-0.0744822397828,0.0179690308869,-0.0751237347722,-0.368531793356,-1.34248101711,-0.0970729365945
15,1413393892.61,14,7813,0.000251592853887,0.000166661453357,0.000574577525088,0.0059314098804,0.0100878482602,0.0371479812679,0.000448123093567,0.000691617605549,0.0027551827554,54.2154248641,505.141648101,0.9165776968,14,14,-0.00339302048087,0.0257109552622,0.0796218365431,-0.0669418796897,0.0159222427756,-0.0722788497806,-0.381491333246,-1.30067563057,-0.201991721988
16,1413393892.76,15,8283,0.000271256157086,0.000216302876086,0.000705563413981,0.00568274375468,0.00967691869302,0.0371729353267,0.000434516499465,0.00064844032349,0.00261720548031,51.2047359317,457.841808792,0.9182279706,15,15,-0.00338741042651,0.025711927563,0.0796223282814,-0.0658399760723,0.0181139167398,-0.0741416290402,-0.402144342661,-1.15201747417,-0.219625368714
17,1413393892.96,16,8439,0.000256019010447,0.000232468960474,0.000759007823005,0.00532482944794,0.00949231274098,0.0374367637034,0.00040919052649,0.000632770124834,0.00257511717539,47.5647606945,445.497749994,0.906096994877,16,16,-0.00338678457774,0.0257143694907,0.0796224474907,-0.060661830008,0.0176597200334,-0.0718653053045,-0.434829711914,-0.749963998795,-0.118864908814
18,1413393893.46,17,8614,0.000273140680396,0.000208853745007,0.000807655867652,0.00550421372055,0.0092933527428,0.0371452454573,0.000462675521077,0.000672138664509,0.00278757262005,53.6459806353,525.763751567,0.879218995571,17,17,-0.00338458968326,0.0257017742842,0.0796212777495,-0.0728157311678,0.0138209350407,-0.0736193060875,-0.460160791874,0.424771994352,0.127678215504
19,1413393893.76,18,9062,0.000272953416925,0.000207813828133,0.000899600321845,0.00544184342406,0.00914195590503,0.0370599833276,0.000461260267445,0.00068300886177,0.00286965304167,55.5990250578,556.901010107,0.842974066734,18,18,-0.0033749891445,0.0257110055536,0.0796122699976,-0.078743763268,0.0116668641567,-0.0697972029448,-0.290788114071,0.93144261837,0.178527981043
