kf_id,ts,n_inertial_edges,n_vis_edges,err_R_mean,err_R_std,err_R_max,err_V_mean,err_V_std,err_V_max,err_P_mean,err_P_std,err_P_max,chi2_inertial_mean,chi2_inertial_max,rel_robust_chi2,n_gyro_rw,n_acc_rw,bg_x,bg_y,bg_z,ba_x,ba_y,ba_z,vel_x,vel_y,vel_z
10,1413393219.11,9,6893,0.000142779553254,7.76828324619e-05,0.000296696777947,0.00309931889744,0.00419637688683,0.0147465570733,0.000332753248244,0.000360921188998,0.00130679106861,6.26708130062,12.961029863,0.878950357437,9,9,-0.00263853673823,0.0248655956239,0.0819861143827,-0.0743575617671,0.00449787639081,0.0240452326834,-0.217986896634,-0.206976339221,0.0712978467345
11,1413393219.56,10,7313,0.000176375675406,0.000110281254052,0.000422071825366,0.00324134374555,0.00371711881295,0.0137791772691,0.000452590638343,0.000502284602562,0.00156604485952,9.0100923876,33.453558501,0.857653915882,10,10,-0.00263323960826,0.0248719695956,0.0819822624326,-0.0427181012928,0.00557864177972,0.0230736657977,-0.116846248507,0.033214289695,-0.00237107509747
12,1413393220.01,11,7753,0.000196445522953,0.000191242017261,0.00076263601499,0.0037051514147,0.00406631765451,0.0142178820638,0.000555105989673,0.000616029829823,0.00208968968098,14.5506814219,97.2961009341,0.878899037838,11,11,-0.00263741193339,0.0248591136187,0.0819860473275,-0.0478598847985,0.0171901565045,0.0279375910759,-0.0658348500729,0.0371116325259,0.289006531239
13,1413393220.41,12,8269,0.000198809480319,0.000184895301107,0.000753757117754,0.00347322463745,0.00422025784112,0.0148230592676,0.000531279742804,0.000661463037855,0.00239241441753,14.3733710967,109.706078508,0.889034450054,12,12,-0.00263420003466,0.0248616691679,0.0819914340973,-0.0473409481347,0.0186111126095,0.0282999295741,-0.0965907946229,-0.0369390211999,0.258756548166
14,1413393220.86,13,8856,0.000208461357833,0.000192298739314,0.000806327073625,0.00362603053724,0.00451416832159,0.0150272282934,0.000576529318858,0.000776548619399,0.00300373866275,17.8056116003,157.626399318,0.898136138916,13,13,-0.0026398061309,0.0248742792755,0.081992842257,-0.0519227571785,0.0169183220714,0.0197561439127,-0.0936422869563,-0.049465958029,-0.00166500464547
15,1413393221.31,14,9332,0.000271309669753,0.000211181506073,0.000806427264579,0.00455052757025,0.00514135635956,0.0180554768448,0.000823102125326,0.0010585812105,0.00405885935912,29.2180093878,245.033167672,0.887620866299,14,14,-0.00264406204224,0.0248709730804,0.0819851234555,-0.0640425682068,0.0164296459407,0.0203683841974,0.0259600449353,0.0131396269426,0.234551250935
16,1413393221.76,15,9782,0.000250793421464,0.000198950004647,0.00079200848382,0.00486585254226,0.00498826313831,0.0165002257614,0.000890276585899,0.00103726576479,0.00369392134281,30.082767316,217.47239191,0.905699551105,15,15,-0.00264665181749,0.024895504117,0.0819850862026,-0.0766610354185,0.0191899742931,0.0334768779576,-0.00243006111123,0.151374384761,0.148465111852
17,1413393222.26,16,10263,0.000275221090868,0.000261065180799,0.00104487942192,0.00525970663957,0.00583645155249,0.0219604309318,0.000999808404071,0.00133185922346,0.00526679772631,42.4468383696,363.073518626,0.914161920547,16,16,-0.00273895077407,0.0252196025103,0.082207120955,-0.0720463469625,0.0587518848479,0.0212737545371,-0.0391881689429,0.115821920335,-0.211438581347
18,1413393222.76,17,10665,0.000306523795821,0.000286607012446,0.00109926146793,0.00568200267778,0.00673662185537,0.0283263551552,0.00113978935407,0.00159798654661,0.00685633144929,54.0017562825,556.330449477,0.926195800304,17,17,-0.00273419637233,0.0252493675798,0.082179389894,-0.0598801486194,0.0665708333254,0.0405721962452,-0.0433567017317,0.232405498624,0.0788873583078
19,1413393223.06,18,11206,0.000286279583497,0.000268810344573,0.0011806297717,0.00556801005223,0.00742703546071,0.0324400362131,0.00111482139372,0.00176684489052,0.0078616151732,57.2607436168,712.068433298,0.921147465706,18,18,-0.00271996180527,0.0252502951771,0.0821801498532,-0.0515067949891,0.0636218115687,0.0409878827631,-0.0386014804244,0.365590453148,0.24550549686
20,1413393223.26,19,11613,0.000286461428704,0.000247716076081,0.00102333231755,0.00553744250038,0.0077418135091,0.0346268780606,0.00110720491932,0.00182814973949,0.00829284815497,59.0917723945,765.023931487,0.921750128269,19,19,-0.00270231976174,0.0252487678081,0.0821677297354,-0.0441639684141,0.064420171082,0.036676954478,-0.0282829478383,0.444174557924,0.213252022862
21,1413393223.41,20,12162,0.000284875178283,0.000265016287364,0.00109130949885,0.0051638682419,0.00726454672581,0.032559454076,0.00103968559084,0.00171793385704,0.00784785615945,53.6454249381,695.278720366,0.927269160748,20,20,-0.00269546732306,0.025277685374,0.0821735411882,-0.0402363240719,0.064882338047,0.032107077539,-0.0515295080841,0.488779753447,-0.0219319034368
22,1413393223.56,20,12097,0.000279348051056,0.000256344720575,0.00105338039044,0.00510664320921,0.00728092950339,0.0331664944265,0.00103794407885,0.001717766065,0.00797167576148,53.1316405866,714.216141937,0.922302246094,20,20,-0.0026705940254,0.0252649728209,0.082182481885,-0.0438392460346,0.0636799708009,0.0325341448188,-0.0704603567719,0.499570786953,-0.308098763227
23,1413393223.76,20,11838,0.000297669257548,0.00025829545789,0.0010000795932,0.00548679172345,0.00698706452566,0.0321243089197,0.00111576327674,0.00168268794684,0.00772746155786,54.4514928225,666.562733058,0.914951503277,20,20,-0.00268109352328,0.0252712834626,0.0821859464049,-0.0430496186018,0.0644468590617,0.0354686714709,-0.0911875218153,0.466611117125,-0.31409484148
24,1413393224.01,20,11780,0.000308098578969,0.000270474488375,0.00105093728006,0.00533231377266,0.00672051492074,0.029995686142,0.00113449406845,0.0016822018912,0.00724337750411,54.4778205587,587.084840189,0.916146397591,20,20,-0.00268860743381,0.0252879597247,0.0821943134069,-0.0582581162453,0.0653003007174,0.0297164060175,-0.157709226012,0.459578484297,-0.00605932530016
25,1413393224.21,20,11666,0.000322927081293,0.000288079828041,0.00117378180517,0.00545240586097,0.00665894814888,0.0287448066808,0.00115827492976,0.00165611470558,0.00693972279132,54.941480301,546.47306187,0.902690052986,20,20,-0.00268804794177,0.025281874463,0.0822168067098,-0.0716469585896,0.0619264952838,0.0267727449536,-0.199774220586,0.419736713171,-0.158556446433
26,1413393224.36,21,12144,0.000318416936671,0.000285344429271,0.00118698155528,0.00534291895276,0.00670006654268,0.0285050233025,0.0011297534832,0.00167158491552,0.00688279629095,54.1075929731,538.801963163,0.91607606411,21,21,-0.00268572033383,0.0252835042775,0.082227550447,-0.0754848048091,0.0613244883716,0.0303439572453,-0.218141779304,0.400134146214,-0.306577712297
27,1413393224.56,21,12011,0.00031454728266,0.000291740362883,0.00121323370658,0.00550679287451,0.00688104690016,0.028089233369,0.00118351556829,0.00171535436679,0.00679093922882,56.2442724712,529.153754648,0.917091190815,21,21,-0.00268863141537,0.0252682492137,0.0822279900312,-0.0814103782177,0.0605458319187,0.0288092829287,-0.228705227375,0.371579229832,-0.458393275738
28,1413393224.71,22,12591,0.000311242452643,0.000290912319066,0.00121736513086,0.00527106147003,0.00686340877052,0.0285623147057,0.00112632858173,0.00170292090524,0.00688877083433,54.3753041873,547.279082115,0.899484932423,22,22,-0.00268871570006,0.0252798758447,0.0822289660573,-0.0882907733321,0.0621089823544,0.0262656882405,-0.222558796406,0.297807753086,-0.416911542416
29,1413393224.81,21,11975,0.000315021082495,0.000299900816501,0.00122485893139,0.00526926984345,0.00710798002546,0.029306433723,0.00112728445976,0.00177810237653,0.00703539775396,57.1250861197,570.99457672,0.899980425835,21,21,-0.00266216415912,0.0252714492381,0.082236289978,-0.0884059593081,0.0596646368504,0.021035566926,-0.183171913028,0.237344041467,-0.375716298819
30,1413393224.96,22,12474,0.000310699686721,0.000311692066379,0.00123935518189,0.00499201719933,0.00690402952238,0.0298217401528,0.00107444963768,0.00173065898945,0.00716913521197,55.1671692003,597.111131602,0.883347392082,22,22,-0.00266446406022,0.025271192193,0.0822373777628,-0.093454554677,0.0580028258264,0.013109786436,-0.147190675139,0.192063033581,-0.1706738621
31,1413393225.16,21,11802,0.000336082786754,0.000318685036522,0.00121860921134,0.00534560140477,0.00666542001075,0.0310220639128,0.00116871311676,0.00169246276986,0.00748732029746,60.7763467359,644.968321782,0.873801887035,21,21,-0.00266287871636,0.0253086350858,0.0822265222669,-0.0910301059484,0.0633311122656,-0.00173378596082,-0.12199255079,0.243481889367,-0.0144420163706
32,1413393225.31,21,11791,0.000350831450914,0.000329723483063,0.00123835423632,0.00574363401798,0.00682232015953,0.0323705863102,0.00124943019825,0.00170866347275,0.00779095239363,66.6188998965,688.893868548,0.907315015793,21,21,-0.00266110897064,0.0253097228706,0.0822213515639,-0.0686713159084,0.0651225745678,-0.0147663131356,-0.0877994969487,0.268281430006,-0.0194602757692
33,1413393225.41,22,12175,0.000359770970861,0.000349288941068,0.00121285164369,0.00600343808582,0.00696570108661,0.0327607900515,0.00127846113555,0.00171136825894,0.007933525527,74.3624541422,704.186395325,0.904081523418,22,22,-0.0026559936814,0.0253119114786,0.0822323784232,-0.0599888712168,0.0624655075371,-0.0151780722663,-0.050792593509,0.279524415731,0.0124885234982
34,1413393225.56,21,11578,0.000415339688358,0.000356013314136,0.00120097903244,0.0072357900232,0.00752961190946,0.0335573596042,0.00151861425339,0.00179845706465,0.00810709818362,97.4315153035,736.516051645,0.899958968163,21,21,-0.00266854744405,0.0253142975271,0.0822272822261,-0.0501173883677,0.063734382391,-0.0104842130095,0.0062090056017,0.272578537464,0.0418075844646
35,1413393225.71,21,11630,0.000390350820686,0.000331639762576,0.00118502868871,0.00740950235341,0.00814673825603,0.0329473039074,0.00161760250091,0.0019485762436,0.00797865011479,96.713151688,712.600852525,0.903927087784,21,21,-0.00266087218188,0.025303568691,0.0822127982974,-0.0405270010233,0.0649277344346,-0.00700669223443,0.0914277732372,0.25448128581,0.0849779769778
36,1413393225.91,22,12082,0.000385410460218,0.000344520982303,0.00118648252775,0.00699109212181,0.00802804693709,0.032389541361,0.001539636832,0.00194431132515,0.00781447253344,93.2010362641,693.921305097,0.915418028831,22,22,-0.00266443612054,0.0253117606044,0.0822150781751,-0.0444969050586,0.0651368275285,-0.00330420513637,0.148892655969,0.194257006049,-0.0544764026999
37,1413393226.21,21,11463,0.000422002546065,0.00033601189704,0.0012438007996,0.00719756075523,0.00827559461536,0.0318971613405,0.00157365229971,0.0020446570204,0.00770770229768,96.3837258176,684.891790605,0.892596364021,21,21,-0.00264960061759,0.0252938847989,0.0822023302317,-0.0608373098075,0.0682545155287,-0.00745431240648,0.0937520861626,0.199325323105,-0.127095386386
38,1413393226.71,22,11813,0.000433222233903,0.000332060364108,0.00128104015467,0.0079272194912,0.00965464488465,0.0396388907116,0.00178976179822,0.00238049536062,0.00943112514117,118.912779368,1001.02842905,0.90799510479,22,22,-0.00266368407756,0.0253123622388,0.0822121277452,-0.0873173996806,0.0856799036264,-0.0112874805927,0.198373392224,0.277813434601,-0.116199545562
39,1413393227.21,22,11839,0.000540032611042,0.000432991039575,0.00147364284592,0.00828615901921,0.00798869126309,0.0318191538625,0.00185627289983,0.00208587817998,0.00766264385641,118.359996995,678.471232066,0.888865828514,22,22,-0.00263809622265,0.0253440067172,0.0822241082788,-0.0795323178172,0.0937072634697,0.00039491764619,0.183657154441,0.40670928359,-1.21303610285e-05
40,1413393227.66,22,11866,0.000550981977522,0.000481626543265,0.00201366984163,0.00824161896296,0.00733509752732,0.0325317796797,0.00187756640136,0.00189387833971,0.00776402857295,123.898239227,709.07940264,0.887736320496,22,22,-0.00264579057693,0.0253184940666,0.0822198167443,-0.0629387572408,0.0837687253952,-0.00508648529649,0.217519551516,0.348138302565,0.0262765809894
41,1413393228.06,22,11918,0.000520790878417,0.000448881292799,0.00166123633014,0.0079508941012,0.00726428819027,0.0308705615476,0.00168273659722,0.00179448184739,0.00739042063932,114.763521163,634.056938696,0.889195740223,22,22,-0.00265002017841,0.0253086797893,0.082203052938,-0.0451051779091,0.0803569704294,-0.00647867331281,0.27241140604,0.208142265677,-0.0361694991589
42,1413393228.46,23,12393,0.000508764990128,0.000407508034073,0.00143274807296,0.00802760163773,0.00729305662976,0.0311459282186,0.00167757977755,0.00177151547092,0.00747818659635,110.71400914,644.474814165,0.903097689152,23,23,-0.00264351675287,0.0253240782768,0.0822014883161,-0.0450791940093,0.0850923210382,-0.00989524740726,0.323947310448,0.144072800875,0.00792170409113
43,1413393228.81,23,12380,0.000513561780928,0.000390481000051,0.00129973587533,0.00837798381028,0.00749044931346,0.0298248283761,0.00196366057324,0.00206615058126,0.00740635347446,110.399839501,588.849171462,0.915484428406,23,23,-0.00264425040223,0.0253531169146,0.0822081118822,-0.05284967646,0.0938707143068,-0.0156240956858,0.340637564659,0.163242548704,-0.0014597895788
44,1413393229.11,23,12393,0.000484285441248,0.000350653510046,0.00125907084655,0.00770857899701,0.00696960167341,0.0250223126277,0.00191772539751,0.0020450554152,0.00714933178037,100.627289508,413.3631634,0.918163061142,23,23,-0.00261449976824,0.0253573581576,0.082213178277,-0.0573899894953,0.100358091295,-0.014466564171,0.424283325672,0.170371338725,-0.0604248046875
45,1413393229.31,23,12305,0.000435524828751,0.000342566116964,0.00106952203785,0.00819664208813,0.0104905808972,0.0477405091398,0.00163436396413,0.00195704498089,0.00768637045147,80.0956873899,395.183612468,0.913831114769,23,23,-0.00260165915824,0.025368494913,0.0822196602821,-0.0550129786134,0.10046736151,-0.0134211853147,0.433621823788,0.230372443795,-0.122235842049
46,1413393229.51,23,12314,0.000425183587655,0.000341501683186,0.00111749825183,0.00868124814481,0.012638121482,0.0596984489703,0.00191260977672,0.00308554014949,0.0145657754356,79.6555114671,424.006137489,0.908508062363,23,23,-0.00259332661517,0.025348585099,0.0821983367205,-0.0553316250443,0.100512489676,-0.0167801324278,0.431966781616,0.305483102798,-0.151955142617
47,1413393229.61,23,12321,0.000389423491485,0.000298911149005,0.0010035726095,0.00861889744566,0.0131671925317,0.0618191421958,0.00310478332396,0.00863774242766,0.042948445478,77.6451023926,430.515497352,0.917966604233,23,23,-0.00259026279673,0.0253461804241,0.0822065398097,-0.0564094185829,0.0983257219195,-0.0158181581646,0.434141457081,0.287408053875,-0.125746190548
48,1413393229.71,23,12055,0.00039100939675,0.000301583879201,0.000978557898318,0.0086349063031,0.0133103725987,0.062142560974,0.00310364714587,0.0086166315282,0.0428170654459,78.7524682755,451.708471934,0.923488557339,23,23,-0.00258617778309,0.025343330577,0.0822030305862,-0.057815797627,0.0993262454867,-0.0206989422441,0.450938314199,0.273900955915,-0.103253126144
49,1413393229.81,24,12676,0.000373989496157,0.000302496741005,0.000961182095711,0.0082674279952,0.0131524342318,0.0619145442656,0.00300221386733,0.00860540123873,0.0435420339026,76.0842114197,471.669352762,0.929054379463,24,24,-0.00259169749916,0.0253528859466,0.0822106972337,-0.0556224733591,0.0982136577368,-0.0165417883545,0.47913017869,0.261202663183,-0.0667864009738
50,1413393229.91,23,11980,0.000373440181956,0.000307273001141,0.00097758176407,0.00832504815964,0.0132825482411,0.0614074379538,0.00310820701207,0.00886514927005,0.0439815893084,76.8447942882,472.873136345,0.913378536701,23,23,-0.00259726122022,0.0253417249769,0.0822121649981,-0.0577635094523,0.0985431447625,-0.0163537878543,0.518327116966,0.248331725597,-0.0244759190828
51,1413393230.06,23,11915,0.000380443577712,0.000299894048452,0.000964317465943,0.00832281681008,0.0133327035383,0.0615951058405,0.00307385254631,0.00873435537634,0.0433179223123,77.5165020035,490.021516693,0.906655192375,23,23,-0.00258583878167,0.0253342930228,0.0821931958199,-0.0545240230858,0.0969941616058,-0.0089304195717,0.595581889153,0.248421296477,0.0501457229257
52,1413393230.16,23,11881,0.000388332430595,0.000306734793451,0.00096721170043,0.00845728753552,0.0133912605147,0.0619876579453,0.0031008462712,0.00873634201241,0.0433440841491,78.3059667078,489.368111417,0.907196521759,23,23,-0.00258247717284,0.0253232512623,0.082211650908,-0.0529306083918,0.104043781757,-0.0141685334966,0.628547906876,0.273679226637,0.0279878471047
53,1413393230.31,24,12421,0.000383990297177,0.000299885665079,0.000953723078652,0.00827228237547,0.0132207272732,0.0622524806355,0.00301188285762,0.00865523276996,0.0437727588621,76.1754665857,500.725533217,0.890081167221,24,24,-0.00257432996295,0.0253089424223,0.0822015479207,-0.050018299371,0.0994476079941,-0.00565069215372,0.631947398186,0.322635471821,-0.0143105024472
54,1413393230.41,23,11699,0.000395886197397,0.000292745227554,0.000945786527219,0.00839176484886,0.0133008529934,0.061346651369,0.00311328736156,0.00877014137026,0.0435002080956,77.4102030048,500.566500816,0.894737482071,23,23,-0.00254611158744,0.0252697207034,0.0822151526809,-0.0451253131032,0.103236161172,-0.00538230035454,0.617412865162,0.345200955868,-0.065315246582
55,1413393230.51,23,11562,0.000381565295539,0.00028860611842,0.000898632806045,0.0082567112978,0.0133997940951,0.0613000064102,0.00309627336584,0.0087275733765,0.0432610766097,76.687862605,513.859023858,0.912617862225,23,23,-0.00254468317144,0.0252605266869,0.0822075232863,-0.0408967994153,0.103094384074,-0.0061842687428,0.618312954903,0.345111995935,-0.038512378931
56,1413393230.61,24,12126,0.00037664126093,0.000288004316394,0.000927923133939,0.00802831319082,0.0131897809078,0.0612130231061,0.00298877250526,0.0085749224194,0.0433144143867,74.6871349664,515.046648918,0.907899200916,24,24,-0.00254914211109,0.025307463482,0.0821858644485,-0.0422501936555,0.104055479169,-0.0125368693843,0.649271726608,0.321417272091,-0.0307856164873
57,1413393230.71,23,11540,0.000378257915541,0.000298721500566,0.000935817189521,0.00802679418616,0.013231675832,0.0599375925207,0.00311798595146,0.00877017572659,0.0434249432195,73.8255125225,531.322420279,0.910895764828,23,23,-0.00253884145059,0.0252788625658,0.0821804925799,-0.0396862514317,0.0990085080266,-0.00774054927751,0.683253765106,0.293880075216,0.0457449108362
58,1413393230.81,23,11502,0.000385614200581,0.000312008879806,0.00110420225096,0.00812642759503,0.0132566341579,0.0603780211028,0.00313765527055,0.00879469009376,0.0435709433145,73.5258312135,531.721574383,0.895611703396,23,23,-0.00255533400923,0.025266841054,0.0821688100696,-0.0393633209169,0.101453714073,-0.00901513826102,0.700473606586,0.258809238672,0.0777084901929
59,1413393230.91,23,11428,0.000388706275423,0.000309492095607,0.00109235683551,0.0081510378206,0.0132964223255,0.0605808797047,0.00315174005606,0.00881954785599,0.0437005183888,73.7369468663,537.052171893,0.880112707615,23,23,-0.00255126343109,0.0252714529634,0.0821515992284,-0.032818261534,0.103641860187,-0.0125619117171,0.733346819878,0.219638094306,0.112151354551
60,1413393231.01,24,11874,0.000381123084303,0.000310805645004,0.00111196355368,0.00792287065074,0.0130493147337,0.0603102695132,0.00304186755425,0.00866181156735,0.0437330983225,71.8415027554,534.492452142,0.891032934189,24,24,-0.00256161205471,0.0252577345818,0.0821336880326,-0.0317458584905,0.104298904538,-0.0106595400721,0.740251421928,0.187729403377,0.137207210064
61,1413393231.11,24,11799,0.000386393102497,0.000307315301367,0.0010841336128,0.008011677576,0.0129827796018,0.0601573210685,0.00305666926114,0.00865143629292,0.0437004943832,72.5537826346,533.990251113,0.906960308552,24,24,-0.00254575605504,0.0252617131919,0.0821309313178,-0.0257791206241,0.105046264827,-0.0110963871703,0.752817153931,0.214241236448,0.124458514154
62,1413393231.26,24,11696,0.000405237793827,0.000311652597528,0.00111490576252,0.0081484062124,0.013021077181,0.0603406617258,0.00308720258844,0.00864497881003,0.0436850844947,75.1188761079,542.826073754,0.878463983536,24,24,-0.00254181749187,0.0252659581602,0.0821222215891,-0.0208292957395,0.108406446874,-0.0102151194587,0.756703495979,0.281313657761,0.129979431629
63,1413393231.41,24,11707,0.000395087022637,0.00030764810035,0.00106609105945,0.00821846576921,0.0129551382152,0.0600627082332,0.00311808260197,0.00869529103702,0.0439706871276,75.1452379378,544.665718735,0.864711344242,24,24,-0.00253682001494,0.0252354219556,0.0821057707071,-0.0170274563134,0.105469718575,-0.00607730587944,0.743108689785,0.324362128973,-0.0172057822347
64,1413393231.51,25,12224,0.000379018555794,0.000303219702795,0.00103732686251,0.00781888092609,0.0128028262831,0.0601681849413,0.00297702100999,0.00853838541942,0.0439543346141,71.1269223263,536.815985909,0.893056511879,25,25,-0.00254140445031,0.0252518244088,0.0821240469813,-0.012925981544,0.109974719584,-0.00932274665684,0.734225153923,0.341923654079,-0.0988152325153
65,1413393231.61,24,11585,0.000386727410968,0.00029746333068,0.000988350246608,0.00802328522022,0.0133543210094,0.062945673131,0.00310159115317,0.00882592425557,0.0447039180258,69.4755283398,564.544208095,0.975411653519,24,24,-0.00255423039198,0.0252473782748,0.0821124911308,-0.0169403310865,0.113256134093,-0.00977527908981,0.698777079582,0.315034627914,-0.173272907734
66,1413393231.86,24,11406,0.000370038226494,0.000431965843507,0.0022431133816,0.00503259891227,0.00585967620373,0.030885635163,0.00106529900192,0.00120415684053,0.00598202011536,23.4823478567,74.2461115188,0.87469291687,24,24,-0.00213091913611,0.0251853466034,0.0819193720818,-0.00186698359903,0.0968626216054,0.0303280260414,0.564747691154,0.121554575861,-0.156222686172
67,1413393232.06,25,12012,0.000360154721445,0.000419112837788,0.00220552886896,0.00495115234277,0.00573207094051,0.0307372338042,0.00104687777909,0.00122479789228,0.00619471293154,23.0823465945,76.186685133,0.889665544033,25,25,-0.00213031377643,0.025181254372,0.0818398967385,-0.0089422268793,0.0922462567687,0.0255959443748,0.5055077672,-0.0260448288172,-0.0459192059934
68,1413393232.26,25,11962,0.000362603058559,0.000413038267909,0.00218911532284,0.00501669012751,0.00567940579845,0.0306860529496,0.00107460858801,0.00126912039457,0.00651866291083,23.1303528415,76.1335567885,0.888881921768,25,25,-0.00212006946094,0.0251970514655,0.0818140432239,-0.0144981918857,0.0982981100678,0.0225984454155,0.464868098497,-0.145635187626,-0.0524208694696
69,1413393232.41,25,12558,0.000353934765949,0.000453576859275,0.00239613180285,0.00415450976934,0.00285454300972,0.0128634242497,0.000989359832878,0.00129974767344,0.00670883864132,22.8433058043,75.9357006022,0.897578418255,25,25,-0.00210831011645,0.0252070296556,0.0818407461047,-0.0122264977545,0.104054376483,0.0240451749414,0.450457811356,-0.205787435174,-0.142630055547
70,1413393232.51,25,12462,0.000346793625757,0.000440308922471,0.00230773485645,0.00423196860599,0.00282300807334,0.0127850963409,0.00100251718247,0.00124277895248,0.00642800073023,22.9952526141,76.9163968079,0.898200631142,25,25,-0.00211761053652,0.0252099912614,0.0818209424615,-0.010836718604,0.0958609059453,0.0233575273305,0.44795113802,-0.236367791891,-0.223583415151
71,1413393232.71,25,12649,0.000285810591426,0.000227173722672,0.000970914339206,0.00415595527942,0.00285460933935,0.01286386391,0.000874062354272,0.000897863825153,0.00427752628992,22.8155567375,77.7711572796,0.895280897617,25,25,-0.00212610303424,0.0252283290029,0.0818337500095,-0.0161601472646,0.0994566828012,0.0207302682102,0.451061338186,-0.294533789158,-0.263721972704
72,1413393232.91,25,12475,0.000294192676057,0.000233037260533,0.00104596214759,0.00428352427742,0.00281065347142,0.0130087258473,0.000896050012206,0.000886588094655,0.00427587091591,23.471518572,79.0608340851,0.897245168686,25,25,-0.00212503713556,0.0252324528992,0.0818235576153,-0.0290281083435,0.105943404138,0.0188601277769,0.460834771395,-0.387917995453,-0.212526261806
73,1413393233.06,25,13007,0.000276160363223,0.000200329876861,0.000847133475433,0.00406607970243,0.00242187393829,0.00973709192981,0.000808993531581,0.000661084917735,0.00266783659409,23.1126181387,75.9850011157,0.905658423901,25,25,-0.00213453080505,0.025227887556,0.081816509366,-0.0373255312443,0.103862121701,0.0185003355145,0.48323315382,-0.430697798729,-0.0903853625059
